Guarantee Number,Transaction Report ID,Guarantee Country Name,Amount (USD),Currency Name,End Date,Business Sector,City/Town,State/Province/Region Name,State/Province/Region Code,State/Province/Region Country Name,Region Name,Latitude,Longitude,Is Woman Owned?,Is First Time Borrower?,Business Size 
52004250300ALPG001(Terminated),185460,Guatemala,634.1154,GUATEMALA - QUETZAL,9/7/2005,Trade/Commerce,Estancia,San Marcos,GT17,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.183333,-91.75,0,0,
52004250300ALPG001(Terminated),185461,Guatemala,513.6335,GUATEMALA - QUETZAL,9/6/2005,Trade/Commerce,San Gabriel,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.516667,-91.516667,0,0,
52004250300ALPG001(Terminated),185462,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),185463,Guatemala,393.1516,GUATEMALA - QUETZAL,6/12/2005,Trade/Commerce,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185464,Guatemala,443.8808,GUATEMALA - QUETZAL,6/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185465,Guatemala,513.6335,GUATEMALA - QUETZAL,9/6/2005,Agriculture,Mazatenango,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.5,0,0,
52004250300ALPG001(Terminated),185466,Guatemala,634.1154,GUATEMALA - QUETZAL,12/5/2005,Agriculture,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185467,Guatemala,634.1154,GUATEMALA - QUETZAL,12/5/2005,Agriculture,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185468,Guatemala,393.1516,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185469,Guatemala,443.8808,GUATEMALA - QUETZAL,6/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185470,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/4/2006,Agriculture,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185471,Guatemala,673.6842,GUATEMALA - QUETZAL,11/6/2007,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),185472,Guatemala,3170.577,GUATEMALA - QUETZAL,6/6/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185473,Guatemala,1876.9816,GUATEMALA - QUETZAL,11/17/2006,Agriculture,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185474,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/7/2005,Agriculture,Municipio de San Pedro Sacatepequez,San Marcos,GT17,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),185475,Guatemala,2155.9924,GUATEMALA - QUETZAL,6/12/2006,Agriculture,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185476,Guatemala,760.9385,GUATEMALA - QUETZAL,9/6/2005,Agriculture,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),185477,Guatemala,634.1154,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185478,Guatemala,3170.577,GUATEMALA - QUETZAL,6/6/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185479,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185480,Guatemala,519.9746,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Patzun,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.683333,-91.016667,0,0,
52004250300ALPG001(Terminated),185481,Guatemala,1648.7001,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185482,Guatemala,489.5371,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185483,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185484,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/5/2005,Agriculture,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185485,Guatemala,3170.577,GUATEMALA - QUETZAL,6/10/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185486,Guatemala,2790.1078,GUATEMALA - QUETZAL,6/5/2007,Agriculture,Huehuetenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.319722,-91.470833,0,0,
52004250300ALPG001(Terminated),185487,Guatemala,989.22,GUATEMALA - QUETZAL,12/10/2005,Agriculture,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),185488,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Momostenango,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.043611,-91.408611,0,0,
52004250300ALPG001(Terminated),185489,Guatemala,519.9746,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Patzun,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.683333,-91.016667,0,0,
52004250300ALPG001(Terminated),185490,Guatemala,1902.3462,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185491,Guatemala,253.6462,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Nimasac,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.883333,-91.366667,0,0,
52004250300ALPG001(Terminated),185492,Guatemala,995.8148,GUATEMALA - QUETZAL,12/10/2005,Agriculture,Mazatenango,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.5,0,0,
52004250300ALPG001(Terminated),185493,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185494,Guatemala,570.7039,GUATEMALA - QUETZAL,12/12/2005,Agriculture,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185495,Guatemala,570.7039,GUATEMALA - QUETZAL,12/12/2005,Agriculture,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185496,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/8/2005,Agriculture,Concepcion,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.2,-91.3,0,0,
52004250300ALPG001(Terminated),185497,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185498,Guatemala,1902.3462,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185499,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185500,Guatemala,6911.858,GUATEMALA - QUETZAL,8/10/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),185501,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185502,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185503,Guatemala,8877.6157,GUATEMALA - QUETZAL,8/8/2005,Agriculture,Santa Ana,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.866667,-88.85,0,0,
52004250300ALPG001(Terminated),185504,Guatemala,3170.577,GUATEMALA - QUETZAL,6/5/2007,Agriculture,Huehuetenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.319722,-91.470833,0,0,
52004250300ALPG001(Terminated),185505,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/7/2005,Agriculture,Municipio de San Pedro Sacatepequez,San Marcos,GT17,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),185506,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/7/2005,Agriculture,Municipio de San Pedro Sacatepequez,San Marcos,GT17,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),185507,Guatemala,634.1154,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185509,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/8/2006,Agriculture,Guastatoya,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.853889,-90.064722,0,0,
52004250300ALPG001(Terminated),185508,Guatemala,760.9385,GUATEMALA - QUETZAL,9/6/2005,Agriculture,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),185510,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Paraiso,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.883333,-89.7,0,0,
52004250300ALPG001(Terminated),185511,Guatemala,3170.577,GUATEMALA - QUETZAL,12/10/2006,Agriculture,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185512,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185514,Guatemala,818.0089,GUATEMALA - QUETZAL,12/10/2005,Agriculture,San Gabriel,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.516667,-91.516667,0,0,
52004250300ALPG001(Terminated),185513,Guatemala,519.9746,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Tejar,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.647778,-90.792778,0,0,
52004250300ALPG001(Terminated),185515,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Momostenango,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.043611,-91.408611,0,0,
52004250300ALPG001(Terminated),185516,Guatemala,3170.577,GUATEMALA - QUETZAL,6/10/2006,Agriculture,Concepcion,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.2,-91.3,0,0,
52004250300ALPG001(Terminated),185517,Guatemala,1902.3462,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185518,Guatemala,3170.577,GUATEMALA - QUETZAL,6/10/2007,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185519,Guatemala,519.9746,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185520,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/8/2006,Agriculture,Guastatoya,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.853889,-90.064722,0,0,
52004250300ALPG001(Terminated),185521,Guatemala,10716.5504,GUATEMALA - QUETZAL,6/10/2005,Agriculture,Tunas,Jutiapa,GT11,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.3,-89.916667,0,0,
52004250300ALPG001(Terminated),185522,Guatemala,887.7616,GUATEMALA - QUETZAL,12/6/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),185523,Guatemala,994.9271,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185524,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185525,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/3/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185526,Guatemala,2029.1693,GUATEMALA - QUETZAL,6/12/2006,Agriculture,Ipala,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-89.616667,0,0,
52004250300ALPG001(Terminated),185527,Guatemala,7609.3849,GUATEMALA - QUETZAL,12/6/2005,Agriculture,Chupadero,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.95,-89.233333,0,0,
52004250300ALPG001(Terminated),185528,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185529,Guatemala,646.7977,GUATEMALA - QUETZAL,12/3/2005,Agriculture,Lomas,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.733333,-90.483333,0,0,
52004250300ALPG001(Terminated),185530,Guatemala,634.1154,GUATEMALA - QUETZAL,6/10/2006,Agriculture,Chiquimulilla,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.783333,-88.85,0,0,
52004250300ALPG001(Terminated),185531,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/10/2005,Agriculture,Olintepeque,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.883333,-91.516667,0,0,
52004250300ALPG001(Terminated),185532,Guatemala,7989.8542,GUATEMALA - QUETZAL,8/15/2005,Agriculture,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),185533,Guatemala,3551.0463,GUATEMALA - QUETZAL,4/6/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185534,Guatemala,5263.1579,GUATEMALA - QUETZAL,6/7/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185535,Guatemala,2663.2847,GUATEMALA - QUETZAL,6/5/2007,Agriculture,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185536,Guatemala,887.7616,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185537,Guatemala,7989.8542,GUATEMALA - QUETZAL,8/6/2005,Agriculture,Livingston,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.833333,-88.75,0,0,
52004250300ALPG001(Terminated),185538,Guatemala,887.7616,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185539,Guatemala,760.9385,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Tejar,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.647778,-90.792778,0,0,
52004250300ALPG001(Terminated),185540,Guatemala,760.9385,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Tejar,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.647778,-90.792778,0,0,
52004250300ALPG001(Terminated),185541,Guatemala,634.1154,GUATEMALA - QUETZAL,9/8/2005,Agriculture,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185542,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/5/2005,Agriculture,Momostenango,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.043611,-91.408611,0,0,
52004250300ALPG001(Terminated),185543,Guatemala,508.5606,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185544,Guatemala,634.1154,GUATEMALA - QUETZAL,9/8/2005,Agriculture,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185545,Guatemala,7102.0926,GUATEMALA - QUETZAL,12/9/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185546,Guatemala,1647.4318,GUATEMALA - QUETZAL,12/10/2007,Agriculture,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),185547,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/3/2005,Agriculture,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185548,Guatemala,634.1154,GUATEMALA - QUETZAL,12/5/2005,Agriculture,Chocruz,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-91.516667,0,0,
52004250300ALPG001(Terminated),185549,Guatemala,1521.877,GUATEMALA - QUETZAL,12/7/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),185550,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185551,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/8/2005,Agriculture,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185552,Guatemala,3170.577,GUATEMALA - QUETZAL,6/12/2006,Agriculture,Asuncion,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.7,0,0,
52004250300ALPG001(Terminated),185553,Guatemala,8877.6157,GUATEMALA - QUETZAL,8/8/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185554,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/7/2006,Agriculture,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),185555,Guatemala,10462.9042,GUATEMALA - QUETZAL,8/10/2005,Agriculture,Barberena,Santa Rosa,GT18,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.309444,-90.361111,0,0,
52004250300ALPG001(Terminated),185556,Guatemala,634.1154,GUATEMALA - QUETZAL,12/5/2005,Trade/Commerce,Chiyax,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.9,-91.35,0,0,
52004250300ALPG001(Terminated),185557,Guatemala,13316.4236,GUATEMALA - QUETZAL,12/27/2005,Agriculture,Salama,Baja Verapaz,GT02,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.1,-90.266667,0,0,
52004250300ALPG001(Terminated),185558,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),185559,Guatemala,9638.5542,GUATEMALA - QUETZAL,8/12/2005,Agriculture,Naranjo,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.983333,0,0,
52004250300ALPG001(Terminated),185560,Guatemala,393.1516,GUATEMALA - QUETZAL,6/3/2005,Agriculture,Santiago,Sacatepequez,GT16,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.55,-90.8,0,0,
52004250300ALPG001(Terminated),185561,Guatemala,9194.6734,GUATEMALA - QUETZAL,8/11/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185562,Guatemala,7482.5618,GUATEMALA - QUETZAL,8/10/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),185563,Guatemala,519.9746,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185564,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/8/2005,Agriculture,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185565,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185566,Guatemala,1521.877,GUATEMALA - QUETZAL,6/5/2006,Agriculture,Acasaguastlan,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-89.883333,0,0,
52004250300ALPG001(Terminated),185567,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Agriculture,Chiquimulilla,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.783333,-88.85,0,0,
52004250300ALPG001(Terminated),185568,Guatemala,7228.9157,GUATEMALA - QUETZAL,8/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),185569,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),185570,Guatemala,7863.0311,GUATEMALA - QUETZAL,6/12/2005,Agriculture,Poptun,Peten,GT12,Guatemala,LATIN AMERICA & THE CARIBBEAN,16.331111,-89.416944,0,0,
52004250300ALPG001(Terminated),185571,Guatemala,1268.2308,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Soloma,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.716667,-91.45,0,0,
52004250300ALPG001(Terminated),185572,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/3/2006,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185573,Guatemala,1268.2308,GUATEMALA - QUETZAL,3/4/2006,Agriculture,Soloma,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.716667,-91.45,0,0,
52004250300ALPG001(Terminated),185574,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185575,Guatemala,1521.877,GUATEMALA - QUETZAL,12/6/2005,Agriculture,Patulul,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.416667,-91.166667,0,0,
52004250300ALPG001(Terminated),185576,Guatemala,10462.9042,GUATEMALA - QUETZAL,8/10/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),185577,Guatemala,634.1154,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Mazatenango,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.5,0,0,
52004250300ALPG001(Terminated),185578,Guatemala,17755.2315,GUATEMALA - QUETZAL,8/12/2005,Agriculture,Flor,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.416667,-91.65,0,0,
