Guarantee Number,Transaction Report ID,Guarantee Country Name,Amount (USD),Currency Name,End Date,Business Sector,City/Town,State/Province/Region Name,State/Province/Region Code,State/Province/Region Country Name,Region Name,Latitude,Longitude,Is Woman Owned?,Is First Time Borrower?,Business Size 
52004250300ALPG001(Terminated),134763,Guatemala,6265.6642,GUATEMALA - QUETZAL,9/4/2007,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134762,Guatemala,5012.5313,GUATEMALA - QUETZAL,3/5/2007,Agriculture,Huehuetenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.319722,-91.470833,0,0,
52004250300ALPG001(Terminated),135433,Guatemala,4010.0251,GUATEMALA - QUETZAL,3/3/2005,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),134759,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134761,Guatemala,5012.5313,GUATEMALA - QUETZAL,3/3/2007,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134760,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),135434,Guatemala,1817.0426,GUATEMALA - QUETZAL,5/10/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),135436,Guatemala,4511.2782,GUATEMALA - QUETZAL,6/2/2005,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134764,Guatemala,8771.9298,GUATEMALA - QUETZAL,9/3/2008,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135435,Guatemala,6140.3509,GUATEMALA - QUETZAL,5/12/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134770,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/10/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),135439,Guatemala,7393.4837,GUATEMALA - QUETZAL,5/10/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134767,Guatemala,3759.3985,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134768,Guatemala,5012.5313,GUATEMALA - QUETZAL,3/3/2007,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134765,Guatemala,5012.5313,GUATEMALA - QUETZAL,3/4/2007,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),135438,Guatemala,2067.6692,GUATEMALA - QUETZAL,1/11/2005,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134766,Guatemala,5012.5313,GUATEMALA - QUETZAL,3/3/2007,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134769,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),135437,Guatemala,1942.3559,GUATEMALA - QUETZAL,1/6/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134771,Guatemala,5012.5313,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134785,Guatemala,1503.7594,GUATEMALA - QUETZAL,9/12/2006,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134779,Guatemala,1105.2632,GUATEMALA - QUETZAL,9/3/2007,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134775,Guatemala,1002.5063,GUATEMALA - QUETZAL,6/4/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134772,Guatemala,6265.6642,GUATEMALA - QUETZAL,9/6/2007,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134776,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/4/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134774,Guatemala,219.2982,GUATEMALA - QUETZAL,1/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134777,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134783,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),135440,Guatemala,6892.2306,GUATEMALA - QUETZAL,5/11/2005,Agriculture,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),134778,Guatemala,1126.8797,GUATEMALA - QUETZAL,9/3/2007,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134780,Guatemala,1065.1629,GUATEMALA - QUETZAL,9/8/2005,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),135441,Guatemala,1917.2932,GUATEMALA - QUETZAL,1/15/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134784,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134782,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134781,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134773,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/10/2005,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134795,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/6/2006,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134806,Guatemala,1002.5063,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134803,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/4/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134799,Guatemala,626.5664,GUATEMALA - QUETZAL,9/7/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134798,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/7/2006,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134805,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134800,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/4/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134792,Guatemala,1879.6992,GUATEMALA - QUETZAL,9/5/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134794,Guatemala,626.5664,GUATEMALA - QUETZAL,3/12/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),134789,Guatemala,1503.7594,GUATEMALA - QUETZAL,9/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134791,Guatemala,751.8797,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134797,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/4/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134787,Guatemala,1503.7594,GUATEMALA - QUETZAL,12/3/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),135442,Guatemala,5827.0677,GUATEMALA - QUETZAL,5/20/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134786,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/4/2007,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134796,Guatemala,1002.5063,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134801,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/10/2006,Trade/Commerce,Departamento de Alta Verapaz,Alta Verapaz,GT01,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134790,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134788,Guatemala,476.1905,GUATEMALA - QUETZAL,9/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134802,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134793,Guatemala,2130.3258,GUATEMALA - QUETZAL,3/7/2007,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134804,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/7/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134816,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134807,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/7/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134812,Guatemala,751.8797,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134809,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/3/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134810,Guatemala,1629.0727,GUATEMALA - QUETZAL,9/8/2006,Agriculture,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),134815,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),135443,Guatemala,7205.5138,GUATEMALA - QUETZAL,5/16/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134813,Guatemala,751.8797,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134811,Guatemala,1879.6992,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135444,Guatemala,9962.406,GUATEMALA - QUETZAL,5/20/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134818,Guatemala,2506.2657,GUATEMALA - QUETZAL,9/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134814,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134817,Guatemala,2506.2657,GUATEMALA - QUETZAL,9/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134808,Guatemala,250.6266,GUATEMALA - QUETZAL,3/5/2005,Trade/Commerce,Departamento de Alta Verapaz,Alta Verapaz,GT01,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134823,Guatemala,1465.0376,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134826,Guatemala,626.5664,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),134820,Guatemala,1503.7594,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134824,Guatemala,1178.6967,GUATEMALA - QUETZAL,9/5/2007,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134822,Guatemala,1522.5564,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134819,Guatemala,751.8797,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134825,Guatemala,626.5664,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),134821,Guatemala,1208.0201,GUATEMALA - QUETZAL,8/20/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134831,Guatemala,513.7845,GUATEMALA - QUETZAL,6/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),135445,Guatemala,1942.3559,GUATEMALA - QUETZAL,1/17/2005,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134829,Guatemala,2506.2657,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134833,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/10/2005,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134828,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/4/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134847,Guatemala,626.5664,GUATEMALA - QUETZAL,9/5/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134841,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135449,Guatemala,1503.7594,GUATEMALA - QUETZAL,1/19/2005,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134827,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/7/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134848,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134839,Guatemala,1002.5063,GUATEMALA - QUETZAL,12/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135447,Guatemala,10338.3459,GUATEMALA - QUETZAL,5/16/2005,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),134836,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/5/2004,Agriculture,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),134840,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134832,Guatemala,513.7845,GUATEMALA - QUETZAL,6/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134845,Guatemala,877.5877,GUATEMALA - QUETZAL,8/10/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),135448,Guatemala,10588.9724,GUATEMALA - QUETZAL,5/20/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),135451,Guatemala,2192.9825,GUATEMALA - QUETZAL,1/18/2005,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),135446,Guatemala,2631.5789,GUATEMALA - QUETZAL,5/18/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),135450,Guatemala,11654.1353,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134830,Guatemala,2506.2657,GUATEMALA - QUETZAL,9/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134844,Guatemala,1253.1328,GUATEMALA - QUETZAL,2/24/2006,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134846,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134838,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134850,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/5/2006,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134835,Guatemala,1253.1328,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Departamento de Baja Verapaz,Baja Verapaz,GT02,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134843,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/8/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134849,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134837,Guatemala,501.2531,GUATEMALA - QUETZAL,11/10/2004,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134834,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/10/2005,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134842,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/12/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134859,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134863,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/4/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134855,Guatemala,1002.5063,GUATEMALA - QUETZAL,3/12/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),134853,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134862,Guatemala,751.8797,GUATEMALA - QUETZAL,6/4/2005,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134851,Guatemala,877.193,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134856,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/10/2006,Trade/Commerce,Departamento de Alta Verapaz,Alta Verapaz,GT01,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134861,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134860,Guatemala,438.5965,GUATEMALA - QUETZAL,3/3/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134858,Guatemala,877.193,GUATEMALA - QUETZAL,6/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134854,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134857,Guatemala,2506.2657,GUATEMALA - QUETZAL,9/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134852,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134877,Guatemala,1879.6992,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134888,Guatemala,877.193,GUATEMALA - QUETZAL,9/3/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134882,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134871,Guatemala,1691.7293,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
